iteration: 300000, loss fn: 0.10623179376125336
iteration: 300092, loss fn: 0.061624303460121155
iteration: 300093, loss fn: 0.06060732901096344
iteration: 300094, loss fn: 0.08172686398029327
iteration: 300095, loss fn: 0.05602283775806427
iteration: 300096, loss fn: 0.10082779079675674
iteration: 300097, loss fn: 0.04262528568506241
iteration: 300098, loss fn: 0.08052647113800049
iteration: 300099, loss fn: 0.03052934817969799
iteration: 300100, loss fn: 0.07640064507722855
iteration: 300101, loss fn: 0.06822433322668076
iteration: 300102, loss fn: 0.05014686658978462
iteration: 300103, loss fn: 0.08375106006860733
iteration: 300104, loss fn: 0.05431993305683136
iteration: 300105, loss fn: 0.04565659537911415
iteration: 300106, loss fn: 0.1258772909641266
iteration: 300107, loss fn: 0.05365225672721863
iteration: 300108, loss fn: 0.04807871952652931
iteration: 300109, loss fn: 0.05267009884119034
iteration: 300110, loss fn: 0.04163740947842598
iteration: 300111, loss fn: 0.05488255247473717
iteration: 300112, loss fn: 0.023743361234664917
iteration: 300113, loss fn: 0.08060763776302338
iteration: 300114, loss fn: 0.0551079623401165
iteration: 300115, loss fn: 0.08357362449169159
iteration: 300116, loss fn: 0.09688454866409302
iteration: 300117, loss fn: 0.053642407059669495
iteration: 300118, loss fn: 0.04141438379883766
iteration: 300119, loss fn: 0.036845993250608444
iteration: 300120, loss fn: 0.07009875029325485
iteration: 300121, loss fn: 0.07023276388645172
iteration: 300122, loss fn: 0.0725705549120903
iteration: 300123, loss fn: 0.05227681249380112
iteration: 300124, loss fn: 0.06560703366994858
iteration: 300125, loss fn: 0.0630883052945137
iteration: 300126, loss fn: 0.09583182632923126
iteration: 300127, loss fn: 0.05151990428566933
iteration: 300128, loss fn: 0.030963284894824028
iteration: 300129, loss fn: 0.052939802408218384
iteration: 300130, loss fn: 0.06684525310993195
iteration: 300131, loss fn: 0.03684287518262863
iteration: 300132, loss fn: 0.062281202524900436
iteration: 300133, loss fn: 0.06884761899709702
iteration: 300134, loss fn: 0.037253428250551224
iteration: 300135, loss fn: 0.04337364062666893
iteration: 300136, loss fn: 0.04020794853568077
iteration: 300137, loss fn: 0.0806395635008812
iteration: 300138, loss fn: 0.0825052559375763
iteration: 300139, loss fn: 0.049540042877197266
iteration: 300140, loss fn: 0.04275011643767357
iteration: 300141, loss fn: 0.06472795456647873
iteration: 300142, loss fn: 0.044906873255968094
iteration: 300143, loss fn: 0.03215727210044861
iteration: 300144, loss fn: 0.050652652978897095
iteration: 300145, loss fn: 0.05693629011511803
iteration: 300146, loss fn: 0.03546294942498207
iteration: 300147, loss fn: 0.03327619656920433
iteration: 300148, loss fn: 0.03438630700111389
iteration: 300149, loss fn: 0.0694236233830452
iteration: 300150, loss fn: 0.04332182928919792
iteration: 300151, loss fn: 0.079191192984581
iteration: 300152, loss fn: 0.06341741979122162
iteration: 300153, loss fn: 0.07457786053419113
iteration: 300154, loss fn: 0.049236007034778595
iteration: 300155, loss fn: 0.04384321719408035
iteration: 300156, loss fn: 0.055443450808525085
iteration: 300157, loss fn: 0.015921516343951225
iteration: 300158, loss fn: 0.1017475426197052
iteration: 300159, loss fn: 0.054422374814748764
iteration: 300160, loss fn: 0.03016410768032074
iteration: 300161, loss fn: 0.04301793873310089
iteration: 300162, loss fn: 0.04923069104552269
iteration: 300163, loss fn: 0.09512770175933838
iteration: 300164, loss fn: 0.05892658978700638
iteration: 300165, loss fn: 0.051622193306684494
iteration: 300166, loss fn: 0.07032988220453262
iteration: 300167, loss fn: 0.08016564697027206
iteration: 300168, loss fn: 0.0867798775434494
iteration: 300169, loss fn: 0.05590253323316574
iteration: 300170, loss fn: 0.0709146037697792
iteration: 300171, loss fn: 0.04341172054409981
iteration: 300172, loss fn: 0.03929430991411209
iteration: 300173, loss fn: 0.05399760603904724
iteration: 300174, loss fn: 0.05613521486520767
iteration: 300175, loss fn: 0.038213420659303665
iteration: 300176, loss fn: 0.08371227979660034
iteration: 300177, loss fn: 0.06757485866546631
iteration: 300178, loss fn: 0.06694448739290237
iteration: 300179, loss fn: 0.05764530599117279
iteration: 300180, loss fn: 0.06399887800216675
iteration: 300181, loss fn: 0.13705173134803772
iteration: 300182, loss fn: 0.04177543520927429
iteration: 300183, loss fn: 0.04300738871097565
iteration: 300184, loss fn: 0.025919459760189056
iteration: 300185, loss fn: 0.12892495095729828
iteration: 300186, loss fn: 0.04111352935433388
iteration: 300187, loss fn: 0.06702496111392975
iteration: 300188, loss fn: 0.05511387437582016
iteration: 300189, loss fn: 0.06745126843452454
iteration: 300190, loss fn: 0.07654085755348206
iteration: 300191, loss fn: 0.06026117131114006
iteration: 300192, loss fn: 0.05466257408261299
iteration: 300193, loss fn: 0.04818030074238777
iteration: 300194, loss fn: 0.0846254900097847
iteration: 300195, loss fn: 0.026155482977628708
iteration: 300196, loss fn: 0.04133182764053345
iteration: 300197, loss fn: 0.06841064244508743
iteration: 300198, loss fn: 0.03548022732138634
iteration: 300199, loss fn: 0.10582324862480164
iteration: 300200, loss fn: 0.08339974284172058
iteration: 300201, loss fn: 0.041220735758543015
iteration: 300202, loss fn: 0.05639960989356041
iteration: 300203, loss fn: 0.09818194061517715
iteration: 300204, loss fn: 0.06250956654548645
iteration: 300205, loss fn: 0.03404034301638603
iteration: 300206, loss fn: 0.05450243502855301
iteration: 300207, loss fn: 0.1259099692106247
iteration: 300208, loss fn: 0.07832805812358856
iteration: 300209, loss fn: 0.05986529588699341
iteration: 300210, loss fn: 0.0666915699839592
iteration: 300211, loss fn: 0.06242328882217407
iteration: 300212, loss fn: 0.10385148227214813
iteration: 300213, loss fn: 0.06414798647165298
iteration: 300214, loss fn: 0.060305651277303696
iteration: 300215, loss fn: 0.09272236377000809
iteration: 300216, loss fn: 0.04008083418011665
iteration: 300217, loss fn: 0.06488162279129028
iteration: 300218, loss fn: 0.09393331408500671
iteration: 300219, loss fn: 0.07564938068389893
iteration: 300220, loss fn: 0.04254419356584549
iteration: 300221, loss fn: 0.04387126490473747
iteration: 300222, loss fn: 0.0533660352230072
iteration: 300223, loss fn: 0.06912766396999359
iteration: 300224, loss fn: 0.04132390022277832
iteration: 300225, loss fn: 0.046516284346580505
iteration: 300226, loss fn: 0.050464484840631485
iteration: 300227, loss fn: 0.041598688811063766
iteration: 300228, loss fn: 0.08633706718683243
iteration: 300229, loss fn: 0.11194085329771042
iteration: 300230, loss fn: 0.05721040815114975
iteration: 300231, loss fn: 0.04475799575448036
iteration: 300232, loss fn: 0.06569091230630875
iteration: 300233, loss fn: 0.09460415691137314
iteration: 300234, loss fn: 0.035938091576099396
iteration: 300235, loss fn: 0.08090583980083466
iteration: 300236, loss fn: 0.04375721514225006
iteration: 300237, loss fn: 0.08317998051643372
iteration: 300238, loss fn: 0.08416536450386047
iteration: 300239, loss fn: 0.03414752334356308
iteration: 300240, loss fn: 0.03239179402589798
iteration: 300241, loss fn: 0.068386010825634
iteration: 300242, loss fn: 0.07068177312612534
iteration: 300243, loss fn: 0.04142308980226517
iteration: 300244, loss fn: 0.04318241402506828
iteration: 300245, loss fn: 0.03414125367999077
iteration: 300246, loss fn: 0.08820599317550659
iteration: 300247, loss fn: 0.05471257492899895
iteration: 300248, loss fn: 0.12102924287319183
iteration: 300249, loss fn: 0.025886964052915573
iteration: 300250, loss fn: 0.04597671702504158
iteration: 300251, loss fn: 0.033733487129211426
iteration: 300252, loss fn: 0.05856503173708916
iteration: 300253, loss fn: 0.028015777468681335
iteration: 300254, loss fn: 0.08954530209302902
iteration: 300255, loss fn: 0.03605266660451889
iteration: 300256, loss fn: 0.07681887596845627
iteration: 300257, loss fn: 0.07525958120822906
iteration: 300258, loss fn: 0.0640103667974472
iteration: 300259, loss fn: 0.09706903249025345
iteration: 300260, loss fn: 0.06389249116182327
iteration: 300261, loss fn: 0.08647556602954865
iteration: 300262, loss fn: 0.06266982108354568
iteration: 300263, loss fn: 0.026157816872000694
iteration: 300264, loss fn: 0.03345052897930145
iteration: 300265, loss fn: 0.05710046365857124
iteration: 300266, loss fn: 0.08345882594585419
iteration: 300267, loss fn: 0.07212065905332565
iteration: 300268, loss fn: 0.08876600116491318
iteration: 300269, loss fn: 0.05156208574771881
iteration: 300270, loss fn: 0.05626677721738815
iteration: 300271, loss fn: 0.026520272716879845
iteration: 300272, loss fn: 0.0966876819729805
iteration: 300273, loss fn: 0.06144436076283455
iteration: 300274, loss fn: 0.05771348252892494
iteration: 300275, loss fn: 0.06296634674072266
iteration: 300276, loss fn: 0.06098414584994316
iteration: 300277, loss fn: 0.04087870195508003
iteration: 300278, loss fn: 0.053040314465761185
iteration: 300279, loss fn: 0.07195251435041428
iteration: 300280, loss fn: 0.06194724887609482
iteration: 300281, loss fn: 0.04968797042965889
iteration: 300282, loss fn: 0.056527867913246155
iteration: 300283, loss fn: 0.05888567119836807
iteration: 300284, loss fn: 0.039055924862623215
iteration: 300285, loss fn: 0.09253227710723877
iteration: 300286, loss fn: 0.07289686053991318
iteration: 300287, loss fn: 0.06672783941030502
iteration: 300288, loss fn: 0.04307145997881889
iteration: 300289, loss fn: 0.03147616982460022
iteration: 300290, loss fn: 0.04143167659640312
iteration: 300291, loss fn: 0.09900493919849396
iteration: 300292, loss fn: 0.049088530242443085
iteration: 300293, loss fn: 0.0535491444170475
iteration: 300294, loss fn: 0.08124403655529022
iteration: 300295, loss fn: 0.08753884583711624
iteration: 300296, loss fn: 0.055094730108976364
iteration: 300297, loss fn: 0.08821550011634827
iteration: 300298, loss fn: 0.02472059242427349
iteration: 300299, loss fn: 0.05226799473166466
iteration: 300300, loss fn: 0.06860063970088959
iteration: 300301, loss fn: 0.0641755685210228
iteration: 300302, loss fn: 0.07321902364492416
iteration: 300303, loss fn: 0.03410815820097923
iteration: 300304, loss fn: 0.0473722442984581
iteration: 300305, loss fn: 0.045376017689704895
iteration: 300306, loss fn: 0.04127418249845505
iteration: 300307, loss fn: 0.08627071976661682
iteration: 300308, loss fn: 0.04642171040177345
iteration: 300309, loss fn: 0.07483965158462524
iteration: 300310, loss fn: 0.03692128136754036
iteration: 300311, loss fn: 0.07300004363059998
iteration: 300312, loss fn: 0.09429486840963364
iteration: 300313, loss fn: 0.01928064599633217
iteration: 300314, loss fn: 0.054825376719236374
iteration: 300315, loss fn: 0.06456346064805984
iteration: 300316, loss fn: 0.09602908045053482
iteration: 300317, loss fn: 0.021463483572006226
iteration: 300318, loss fn: 0.06391361355781555
iteration: 300319, loss fn: 0.06825912743806839
iteration: 300320, loss fn: 0.032115738838911057
iteration: 300321, loss fn: 0.08377650380134583
iteration: 300322, loss fn: 0.06370963901281357
iteration: 300323, loss fn: 0.05322727933526039
iteration: 300324, loss fn: 0.03517023101449013
iteration: 300325, loss fn: 0.05962219834327698
iteration: 300326, loss fn: 0.0627756118774414
iteration: 300327, loss fn: 0.052754856646060944
iteration: 300328, loss fn: 0.04858075827360153
iteration: 300329, loss fn: 0.030340559780597687
iteration: 300330, loss fn: 0.03098759427666664
iteration: 300331, loss fn: 0.06513872742652893
iteration: 300332, loss fn: 0.0287893358618021
iteration: 300333, loss fn: 0.06348245590925217
iteration: 300334, loss fn: 0.08298567682504654
iteration: 300335, loss fn: 0.05275210738182068
iteration: 300336, loss fn: 0.09660109132528305
iteration: 300337, loss fn: 0.05486198514699936
iteration: 300338, loss fn: 0.05634221434593201
iteration: 300339, loss fn: 0.06398437172174454
iteration: 300340, loss fn: 0.04213340952992439
iteration: 300341, loss fn: 0.03901815414428711
iteration: 300342, loss fn: 0.06793282926082611
iteration: 300343, loss fn: 0.060991618782281876
iteration: 300344, loss fn: 0.04236704856157303
iteration: 300345, loss fn: 0.05416800081729889
iteration: 300346, loss fn: 0.02442053146660328
iteration: 300347, loss fn: 0.08908133953809738
iteration: 300348, loss fn: 0.050498709082603455
iteration: 300349, loss fn: 0.07312005758285522
iteration: 300350, loss fn: 0.060707222670316696
iteration: 300351, loss fn: 0.07242301851511002
iteration: 300352, loss fn: 0.05479991063475609
iteration: 300353, loss fn: 0.061945293098688126
iteration: 300354, loss fn: 0.039582058787345886
iteration: 300355, loss fn: 0.08629290759563446
iteration: 300356, loss fn: 0.057569801807403564
iteration: 300357, loss fn: 0.08696732670068741
iteration: 300358, loss fn: 0.08389940112829208
iteration: 300359, loss fn: 0.03525539115071297
iteration: 300360, loss fn: 0.06999775022268295
iteration: 300361, loss fn: 0.04220851883292198
iteration: 300362, loss fn: 0.08223436772823334
iteration: 300363, loss fn: 0.060708187520504
iteration: 300364, loss fn: 0.09031350910663605
iteration: 300365, loss fn: 0.08131326735019684
iteration: 300366, loss fn: 0.04436611756682396
iteration: 300367, loss fn: 0.07603316754102707
iteration: 300368, loss fn: 0.0858294814825058
iteration: 300369, loss fn: 0.0683089941740036
iteration: 300370, loss fn: 0.06062791496515274
iteration: 300371, loss fn: 0.03632509335875511
iteration: 300372, loss fn: 0.029091523960232735
iteration: 300373, loss fn: 0.04219100996851921
iteration: 300374, loss fn: 0.041509177535772324
iteration: 300375, loss fn: 0.046190470457077026
iteration: 300376, loss fn: 0.06446132063865662
iteration: 300377, loss fn: 0.041390758007764816
iteration: 300378, loss fn: 0.10471145063638687
iteration: 300379, loss fn: 0.07640132308006287
iteration: 300380, loss fn: 0.07069459557533264
iteration: 300381, loss fn: 0.05068773031234741
iteration: 300382, loss fn: 0.02574346400797367
iteration: 300383, loss fn: 0.04758060351014137
iteration: 300384, loss fn: 0.06582961231470108
iteration: 300385, loss fn: 0.0621228963136673
iteration: 300386, loss fn: 0.049908678978681564
iteration: 300387, loss fn: 0.04026050865650177
iteration: 300388, loss fn: 0.04415968060493469
iteration: 300389, loss fn: 0.03403531387448311
iteration: 300390, loss fn: 0.060004912316799164
iteration: 300391, loss fn: 0.046244166791439056
iteration: 300392, loss fn: 0.06386289745569229
iteration: 300393, loss fn: 0.06550844758749008
iteration: 300394, loss fn: 0.0556696280837059
iteration: 300395, loss fn: 0.05749357119202614
iteration: 300396, loss fn: 0.051346659660339355
iteration: 300397, loss fn: 0.03758915141224861
iteration: 300398, loss fn: 0.03306938335299492
iteration: 300399, loss fn: 0.024426503106951714
iteration: 300400, loss fn: 0.09559035301208496
iteration: 300401, loss fn: 0.04567822813987732
iteration: 300402, loss fn: 0.0651940256357193
iteration: 300403, loss fn: 0.038812555372714996
iteration: 300404, loss fn: 0.03382782265543938
iteration: 300405, loss fn: 0.0537935234606266
iteration: 300406, loss fn: 0.0723043829202652
iteration: 300407, loss fn: 0.052632927894592285
iteration: 300408, loss fn: 0.058288026601076126
iteration: 300409, loss fn: 0.08301474899053574
iteration: 300410, loss fn: 0.054848797619342804
iteration: 300411, loss fn: 0.04874024912714958
iteration: 300412, loss fn: 0.03555186837911606
iteration: 300413, loss fn: 0.055703792721033096
iteration: 300414, loss fn: 0.0514652356505394
iteration: 300415, loss fn: 0.08113111555576324
iteration: 300416, loss fn: 0.07959400117397308
iteration: 300417, loss fn: 0.039825234562158585
iteration: 300418, loss fn: 0.0658649131655693
iteration: 300419, loss fn: 0.06595148146152496
iteration: 300420, loss fn: 0.07033536583185196
iteration: 300421, loss fn: 0.07043109834194183
iteration: 300422, loss fn: 0.057131439447402954
iteration: 300423, loss fn: 0.05903514847159386
iteration: 300424, loss fn: 0.06342687457799911
iteration: 300425, loss fn: 0.046886738389730453
iteration: 300426, loss fn: 0.05196095257997513
iteration: 300427, loss fn: 0.050605542957782745
iteration: 300428, loss fn: 0.06722664833068848
iteration: 300429, loss fn: 0.06182413920760155
iteration: 300430, loss fn: 0.043830711394548416
iteration: 300431, loss fn: 0.03772754967212677
iteration: 300432, loss fn: 0.04651116579771042
iteration: 300433, loss fn: 0.08889114111661911
iteration: 300434, loss fn: 0.07190942764282227
iteration: 300435, loss fn: 0.046902503818273544
iteration: 300436, loss fn: 0.02554897777736187
iteration: 300437, loss fn: 0.0599406361579895
iteration: 300438, loss fn: 0.058987416326999664
iteration: 300439, loss fn: 0.05138571932911873
iteration: 300440, loss fn: 0.04582342132925987
iteration: 300441, loss fn: 0.0497678779065609
iteration: 300442, loss fn: 0.05316486209630966
iteration: 300443, loss fn: 0.06775826215744019
iteration: 300444, loss fn: 0.06522443145513535
iteration: 300445, loss fn: 0.09087101370096207
iteration: 300446, loss fn: 0.055264685302972794
iteration: 300447, loss fn: 0.029160691425204277
iteration: 300448, loss fn: 0.06944967806339264
iteration: 300449, loss fn: 0.05625706538558006
iteration: 300450, loss fn: 0.09136233478784561
iteration: 300451, loss fn: 0.036242034286260605
iteration: 300452, loss fn: 0.037167083472013474
iteration: 300453, loss fn: 0.05036178603768349
iteration: 300454, loss fn: 0.08471663296222687
iteration: 300455, loss fn: 0.027257895097136497
iteration: 300456, loss fn: 0.04980812966823578
iteration: 300457, loss fn: 0.0644955262541771
iteration: 300458, loss fn: 0.034047652035951614
iteration: 300459, loss fn: 0.09467828273773193
iteration: 300460, loss fn: 0.05969943478703499
iteration: 300461, loss fn: 0.04862865060567856
iteration: 300462, loss fn: 0.10353974997997284
iteration: 300463, loss fn: 0.05984053015708923
iteration: 300464, loss fn: 0.045854561030864716
iteration: 300465, loss fn: 0.06906972825527191
iteration: 300466, loss fn: 0.07790647447109222
iteration: 300467, loss fn: 0.05371676757931709
iteration: 300468, loss fn: 0.07652789354324341
iteration: 300469, loss fn: 0.042790092527866364
iteration: 300470, loss fn: 0.059395160526037216
iteration: 300471, loss fn: 0.0644311010837555
iteration: 300472, loss fn: 0.06011439487338066
iteration: 300473, loss fn: 0.07742011547088623
iteration: 300474, loss fn: 0.08326119184494019
iteration: 300475, loss fn: 0.10829588025808334
iteration: 300476, loss fn: 0.04456291347742081
iteration: 300477, loss fn: 0.1163507029414177
iteration: 300478, loss fn: 0.04011796787381172
iteration: 300479, loss fn: 0.0403096079826355
iteration: 300480, loss fn: 0.036767225712537766
iteration: 300481, loss fn: 0.04138300567865372
iteration: 300482, loss fn: 0.053192138671875
iteration: 300483, loss fn: 0.05516364797949791
iteration: 300484, loss fn: 0.041252389550209045
iteration: 300485, loss fn: 0.03551655262708664
iteration: 300486, loss fn: 0.036292754113674164
iteration: 300487, loss fn: 0.049757350236177444
iteration: 300488, loss fn: 0.0995262861251831
iteration: 300489, loss fn: 0.08481290936470032
iteration: 300490, loss fn: 0.022295499220490456
iteration: 300491, loss fn: 0.05749152973294258
iteration: 300492, loss fn: 0.060751862823963165
iteration: 300493, loss fn: 0.05022488906979561
iteration: 300494, loss fn: 0.048290152102708817
iteration: 300495, loss fn: 0.041118767112493515
iteration: 300496, loss fn: 0.039652712643146515
iteration: 300497, loss fn: 0.040515266358852386
iteration: 300498, loss fn: 0.05148549750447273
iteration: 300499, loss fn: 0.03143669664859772
iteration: 300500, loss fn: 0.05354480817914009
iteration: 300501, loss fn: 0.03089403733611107
iteration: 300502, loss fn: 0.038094136863946915
iteration: 300503, loss fn: 0.03769378736615181
iteration: 300504, loss fn: 0.07323388755321503
iteration: 300505, loss fn: 0.05121954530477524
iteration: 300506, loss fn: 0.0855332687497139
iteration: 300507, loss fn: 0.0375998318195343
iteration: 300508, loss fn: 0.05456567928195
iteration: 300509, loss fn: 0.05456768721342087
iteration: 300510, loss fn: 0.03727509453892708
iteration: 300511, loss fn: 0.030448637902736664
iteration: 300512, loss fn: 0.04988168552517891
iteration: 300513, loss fn: 0.11253917962312698
iteration: 300514, loss fn: 0.09897609055042267
iteration: 300515, loss fn: 0.07474539428949356
iteration: 300516, loss fn: 0.06665797531604767
iteration: 300517, loss fn: 0.06201790273189545
iteration: 300518, loss fn: 0.04768611118197441
iteration: 300519, loss fn: 0.07126042991876602
iteration: 300520, loss fn: 0.0714278519153595
iteration: 300521, loss fn: 0.07282754778862
iteration: 300522, loss fn: 0.045157212764024734
iteration: 300523, loss fn: 0.07351034134626389
iteration: 300524, loss fn: 0.03701765462756157
iteration: 300525, loss fn: 0.07833269983530045
iteration: 300526, loss fn: 0.042042795568704605
iteration: 300527, loss fn: 0.08401359617710114
iteration: 300528, loss fn: 0.06909871846437454
iteration: 300529, loss fn: 0.09997211396694183
iteration: 300530, loss fn: 0.07735428214073181
iteration: 300531, loss fn: 0.051826175302267075
iteration: 300532, loss fn: 0.03659088537096977
iteration: 300533, loss fn: 0.046865638345479965
iteration: 300534, loss fn: 0.07393645495176315
iteration: 300535, loss fn: 0.02439584583044052
iteration: 300536, loss fn: 0.06313151121139526
iteration: 300537, loss fn: 0.04319112002849579
iteration: 300538, loss fn: 0.060614969581365585
iteration: 300539, loss fn: 0.06535298377275467
iteration: 300540, loss fn: 0.058712683618068695
iteration: 300541, loss fn: 0.030640745535492897
iteration: 300542, loss fn: 0.06281545758247375
iteration: 300543, loss fn: 0.036054827272892
iteration: 300544, loss fn: 0.022761022672057152
iteration: 300545, loss fn: 0.03023085556924343
iteration: 300546, loss fn: 0.042413752526044846
iteration: 300547, loss fn: 0.04705553501844406
iteration: 300548, loss fn: 0.06569182872772217
iteration: 300549, loss fn: 0.08733043819665909
iteration: 300550, loss fn: 0.07304466515779495
iteration: 300551, loss fn: 0.056303586810827255
iteration: 300552, loss fn: 0.05702740326523781
iteration: 300553, loss fn: 0.04567313194274902
iteration: 300554, loss fn: 0.057402320206165314
iteration: 300555, loss fn: 0.03674132376909256
iteration: 300556, loss fn: 0.10442425310611725
iteration: 300557, loss fn: 0.08983071893453598
iteration: 300558, loss fn: 0.03249863162636757
iteration: 300559, loss fn: 0.06899989396333694
iteration: 300560, loss fn: 0.054127614945173264
iteration: 300561, loss fn: 0.044121984392404556
iteration: 300562, loss fn: 0.0479634664952755
iteration: 300563, loss fn: 0.025376351550221443
iteration: 300564, loss fn: 0.06448835134506226
iteration: 300565, loss fn: 0.06785032898187637
iteration: 300566, loss fn: 0.05294869467616081
iteration: 300567, loss fn: 0.05063183605670929
iteration: 300568, loss fn: 0.07924452424049377
iteration: 300569, loss fn: 0.06293261796236038
iteration: 300570, loss fn: 0.052024733275175095
iteration: 300571, loss fn: 0.07412046939134598
iteration: 300572, loss fn: 0.055982768535614014
iteration: 300573, loss fn: 0.0824732705950737
iteration: 300574, loss fn: 0.03558411821722984
iteration: 300575, loss fn: 0.06809945404529572
iteration: 300576, loss fn: 0.04359997436404228
iteration: 300577, loss fn: 0.034129414707422256
iteration: 300578, loss fn: 0.07359723746776581
iteration: 300579, loss fn: 0.053012438118457794
iteration: 300580, loss fn: 0.08561325818300247
iteration: 300581, loss fn: 0.05447143688797951
iteration: 300582, loss fn: 0.06932424753904343
iteration: 300583, loss fn: 0.06153582036495209
iteration: 300584, loss fn: 0.03786148875951767
iteration: 300585, loss fn: 0.08238416910171509
iteration: 300586, loss fn: 0.05878451466560364
iteration: 300587, loss fn: 0.03615571931004524
iteration: 300588, loss fn: 0.0635591596364975
iteration: 300589, loss fn: 0.04970480129122734
iteration: 300590, loss fn: 0.09909573197364807
iteration: 300591, loss fn: 0.06412353366613388
iteration: 300592, loss fn: 0.08853098750114441
iteration: 300593, loss fn: 0.034804243594408035
iteration: 300594, loss fn: 0.09474309533834457
iteration: 300595, loss fn: 0.04545373469591141
iteration: 300596, loss fn: 0.06476029008626938
iteration: 300597, loss fn: 0.032560259103775024
iteration: 300598, loss fn: 0.05816112458705902
iteration: 300599, loss fn: 0.056596897542476654
iteration: 300600, loss fn: 0.03366607800126076
iteration: 300601, loss fn: 0.06487707048654556
iteration: 300602, loss fn: 0.07097567617893219
iteration: 300603, loss fn: 0.04337643086910248
iteration: 300604, loss fn: 0.05533544719219208
iteration: 300605, loss fn: 0.07718001306056976
iteration: 300606, loss fn: 0.044643335044384
iteration: 300607, loss fn: 0.03214403986930847
